sample_index,unlearning_set_index,label,model_type,elapsed_time_sec,query_count
6,5,0,unlearning,24.777475357055664,24549
6,6,1,original,25.079569339752197,24550
6,6,1,unlearning,25.390260934829712,24550
6,6,0,original,25.14103889465332,24549
6,6,0,unlearning,25.798993587493896,24581
6,7,1,original,25.5139582157135,24550
6,7,1,unlearning,26.411023378372192,24550
6,7,0,original,25.141924619674683,24549
6,7,0,unlearning,25.103476524353027,24549
6,8,1,original,25.356647968292236,24550
6,8,1,unlearning,24.590786457061768,24550
6,8,0,original,24.710757970809937,24550
6,8,0,unlearning,24.572309970855713,24549
6,9,1,original,25.20985436439514,24550
6,9,1,unlearning,24.948325634002686,24551
6,9,0,original,25.27229881286621,24550
6,9,0,unlearning,25.077167987823486,24549
6,10,1,original,25.077443838119507,24550
6,10,1,unlearning,25.282134294509888,24550
6,10,0,original,25.10296082496643,24549
6,10,0,unlearning,25.29691171646118,24549
6,11,1,original,25.007458209991455,24550
6,11,1,unlearning,25.16794776916504,24550
6,11,0,original,25.210075855255127,24549
6,11,0,unlearning,25.49909234046936,24549
6,12,1,original,25.029354095458984,24550
6,12,1,unlearning,25.43585181236267,24550
6,12,0,original,25.332919359207153,24549
6,12,0,unlearning,25.15782070159912,24549
6,13,1,original,25.160942792892456,24550
6,13,1,unlearning,25.4274845123291,24550
6,13,0,original,25.42496657371521,24549
6,13,0,unlearning,25.3136944770813,24549
6,14,1,original,25.39506769180298,24550
6,14,1,unlearning,26.42472553253174,24550
6,14,0,original,25.989633083343506,24549
6,14,0,unlearning,25.6339373588562,24549
6,15,1,original,25.660700798034668,24550
6,15,1,unlearning,25.654643297195435,24550
6,15,0,original,25.42560338973999,24549
6,15,0,unlearning,25.44205355644226,24549
6,16,1,original,25.068102836608887,24550
6,16,1,unlearning,25.018535614013672,24550
6,16,0,original,25.154091119766235,24549
6,16,0,unlearning,25.37543034553528,24549
6,17,1,original,25.637824058532715,24550
6,17,1,unlearning,25.11808156967163,24550
6,17,0,original,25.578731298446655,24549
6,17,0,unlearning,25.294188976287842,24549
6,18,1,original,25.06629729270935,24550
6,18,1,unlearning,25.3066246509552,24550
6,18,0,original,25.81825351715088,24549
6,18,0,unlearning,25.85298490524292,24549
6,19,1,original,25.939137935638428,24550
6,19,1,unlearning,25.47188425064087,24550
6,19,0,original,26.372445821762085,24550
6,19,0,unlearning,25.47045087814331,24549
7,0,1,original,25.0047447681427,24550
7,0,1,unlearning,24.739386796951294,24550
7,0,0,original,25.086169481277466,24549
7,0,0,unlearning,24.97575616836548,24549
7,1,1,original,25.72114324569702,24550
7,1,1,unlearning,25.78387713432312,24551
7,1,0,original,25.388912439346313,24549
7,1,0,unlearning,25.025654315948486,24549
7,2,1,original,25.138390064239502,24550
7,2,1,unlearning,25.605031728744507,24550
7,2,0,original,25.35250973701477,24549
7,2,0,unlearning,25.097541093826294,24549
7,3,1,original,25.08321785926819,24551
7,3,1,unlearning,25.61714506149292,24550
7,3,0,original,25.986742973327637,24549
7,3,0,unlearning,25.758911609649658,24549
7,4,1,original,25.950484037399292,24550
7,4,1,unlearning,25.766077995300293,24554
7,4,0,original,25.795841455459595,24549
7,4,0,unlearning,25.612828731536865,24550
7,5,1,original,25.923078536987305,24550
7,5,1,unlearning,25.43911385536194,24550
7,5,0,original,24.92418622970581,24549
7,5,0,unlearning,25.34460711479187,24549
7,6,1,original,25.38429045677185,24550
7,6,1,unlearning,25.56601333618164,24550
7,6,0,original,25.100947618484497,24550
7,6,0,unlearning,25.26725959777832,24558
7,7,1,original,25.36308741569519,24550
7,7,1,unlearning,25.172441720962524,24550
7,7,0,original,24.786893129348755,24549
7,7,0,unlearning,24.9558527469635,24549
7,8,1,original,25.169328451156616,24550
7,8,1,unlearning,25.124865770339966,24550
7,8,0,original,25.15711760520935,24549
7,8,0,unlearning,25.39595365524292,24549
7,9,1,original,25.27845335006714,24550
7,9,1,unlearning,25.380342960357666,24550
7,9,0,original,25.086722373962402,24549
7,9,0,unlearning,25.075161695480347,24549
7,10,1,original,25.06322455406189,24550
7,10,1,unlearning,25.214183568954468,24550
7,10,0,original,26.476704597473145,24549
7,10,0,unlearning,26.675857543945312,24549
7,11,1,original,25.87833023071289,24550
7,11,1,unlearning,25.364705085754395,24550
7,11,0,original,25.47051215171814,24549
7,11,0,unlearning,25.550212383270264,24549
7,12,1,original,24.853595972061157,24550
7,12,1,unlearning,24.718979120254517,24550
7,12,0,original,24.995047092437744,24549
7,12,0,unlearning,25.721239805221558,24549
7,13,1,original,25.09997797012329,24550
7,13,1,unlearning,25.470994472503662,24550
7,13,0,original,25.87649917602539,24549
7,13,0,unlearning,25.491764307022095,24549
7,14,1,original,25.433211088180542,24550
7,14,1,unlearning,25.011072874069214,24550
7,14,0,original,25.07735013961792,24549
7,14,0,unlearning,25.0828378200531,24549
7,15,1,original,25.755960941314697,24550
7,15,1,unlearning,25.743989944458008,24550
7,15,0,original,25.815372943878174,24549
7,15,0,unlearning,25.984333753585815,24549
7,16,1,original,25.960036993026733,24550
7,16,1,unlearning,25.359428644180298,24550
7,16,0,original,25.514834880828857,24549
7,16,0,unlearning,25.01256036758423,24549
7,17,1,original,25.019866466522217,24550
7,17,1,unlearning,25.033457279205322,24550
7,17,0,original,25.643675565719604,24549
7,17,0,unlearning,24.859963417053223,24549
7,18,1,original,24.76296043395996,24550
7,18,1,unlearning,25.076942682266235,24550
7,18,0,original,24.72603964805603,24549
7,18,0,unlearning,25.07979416847229,24549
8,0,1,original,25.46296525001526,24550
8,0,1,unlearning,25.263981342315674,24550
8,0,0,original,24.795703172683716,24549
8,0,0,unlearning,24.770771741867065,24549
8,1,1,original,24.52693271636963,24550
8,1,1,unlearning,25.028902292251587,24550
8,1,0,original,24.566174030303955,24549
8,1,0,unlearning,24.135253429412842,24549
8,2,1,original,24.476890087127686,24551
8,2,1,unlearning,24.758455753326416,24550
8,2,0,original,25.069275856018066,24549
8,2,0,unlearning,24.26960587501526,24549
8,3,1,original,25.250758409500122,24550
8,3,1,unlearning,25.059590101242065,24550
8,3,0,original,25.668210744857788,24549
8,3,0,unlearning,25.901098012924194,24549
8,4,1,original,25.803730487823486,24550
8,4,1,unlearning,25.28350520133972,24550
8,4,0,original,25.783281564712524,24549
8,4,0,unlearning,25.586437702178955,24549
8,5,1,original,25.381619691848755,24550
8,5,1,unlearning,25.196827173233032,24551
8,5,0,original,25.07671618461609,24549
8,5,0,unlearning,25.68539595603943,24549
8,6,1,original,25.63020920753479,24550
8,6,1,unlearning,25.125,24550
8,6,0,original,25.42809820175171,24549
8,6,0,unlearning,24.64031958580017,24549
8,7,1,original,25.511189222335815,24550
8,7,1,unlearning,24.463597059249878,24550
8,7,0,original,24.892889499664307,24549
8,7,0,unlearning,24.90649652481079,24549
8,8,1,original,24.637250185012817,24550
8,8,1,unlearning,25.649643659591675,24550
8,8,0,original,25.055919408798218,24549
8,8,0,unlearning,24.9255473613739,24549
8,9,1,original,25.34896755218506,24550
8,9,1,unlearning,25.42414951324463,24550
8,9,0,original,24.95758843421936,24549
8,9,0,unlearning,25.093843698501587,24549
8,10,1,original,24.995314598083496,24550
8,10,1,unlearning,24.93236756324768,24550
8,10,0,original,25.15229058265686,24554
8,10,0,unlearning,24.626870155334473,24549
8,11,1,original,25.162708044052124,24551
8,11,1,unlearning,25.199305772781372,24550
8,11,0,original,25.15271234512329,24549
8,11,0,unlearning,24.893068552017212,24549
8,12,1,original,25.7962384223938,24550
